id,title,budget,revenue,runtime,release_date,vote_average,vote_count,popularity,overview,genres,production_companies,original_language,status
35791,Resident Evil: Afterlife,60000000,300228084,97,2010-09-01,6.1,4060,0.2433,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.",Action|Adventure|Horror|Science Fiction,Screen Gems|Constantin Film|Davis Films/Impact Pictures,en,Released
11324,Shutter Island,80000000,294804195,138,2010-02-14,8.202,25108,13.7682,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",Drama|Thriller|Mystery,Paramount Pictures|Phoenix Pictures|Sikelia Productions|Appian Way,en,Released
27576,Salt,110000000,293329073,100,2010-07-21,6.4,5747,3.537,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a Russian defector accuses her of being a Russian sleeper spy. She goes on the run, using all her skills and years of experience as a covert operative to elude capture, protect her husband, and stay one step ahead of her colleagues at the CIA. Her efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",Action|Mystery|Thriller,Wintergreen Productions|Columbia Pictures|Relativity Media|di Bonaventura Pictures,en,Released
37786,Sex and the City 2,100000000,290700000,147,2010-05-26,6.1,1692,3.7786,"Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.",Comedy|Drama|Romance,Village Roadshow Pictures|New Line Cinema|Darren Star Productions|HBO,en,Released
37710,The Tourist,100000000,278731369,103,2010-12-08,6.182,5621,2.801,"American tourist Frank meets mysterious British woman Elise on the train to Venice. Romance seems to bud, but there's more to her than meets the eye.",Action|Thriller|Romance,GK Films|Spyglass Entertainment|Birnbaum/Barber Productions|StudioCanal,en,Released
27578,The Expendables,80000000,274470394,103,2010-08-07,6.2,8068,6.3622,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert Yin Yang, heavy weapons specialist Hale Caesar, demolitionist Toll Road, and a loose-cannon sniper Gunner Jensen. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",Thriller|Adventure|Action,Nimar Studios|Rogue Marble|Millennium Media|Lionsgate|Nu Image Entertainment,en,Released
38365,Grown Ups,80000000,271430189,102,2010-06-24,6.401,6465,10.0426,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",Comedy,Columbia Pictures|Relativity Media|Happy Madison Productions,en,Released
27205,Inception,160000000,839030630,148,2010-07-15,8.4,38312,24.5177,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",Action|Science Fiction|Adventure,Legendary Pictures|Syncopy|Warner Bros. Pictures,en,Released
37834,Knight and Day,117000000,261989769,109,2010-06-15,6.226,4743,3.8798,"A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust.",Action|Comedy,Pink Machine|Tree Line Films|Dune Entertainment|Regency Enterprises|20th Century Fox,en,Released
44264,True Grit,38000000,252300000,110,2010-12-22,7.307,5552,6.5622,"Following the murder of her father by a hired hand, a 14-year-old farm girl sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find—a man with 'true grit'—Reuben J. 'Rooster' Cogburn.",Drama|Adventure|Western,Scott Rudin Productions|Mike Zoss Productions|Skydance Media|Paramount Pictures,en,Released
38745,Gulliver's Travels,112000000,237382724,85,2010-12-23,5.212,2477,2.8319,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.",Family|Comedy|Adventure|Fantasy,Dune Entertainment|Davis Entertainment|Dune Entertainment III|20th Century Fox,en,Released
32657,Percy Jackson & the Olympians: The Lightning Thief,95000000,226497209,118,2010-02-01,6.21,7677,7.727,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",Adventure|Fantasy|Family,1492 Pictures|Sunswept Entertainment|Dune Entertainment,en,Released
37799,The Social Network,40000000,224920315,121,2010-10-01,7.371,12764,9.5816,"In 2003, Harvard undergrad and computer programmer Mark Zuckerberg begins work on a new concept that eventually turns into the global social network known as Facebook. Six years later, Mark is one of the youngest billionaires ever, but his unprecedented success leads to both personal and legal complications when he ends up on the receiving end of two lawsuits, one involving his former friend.",Drama,Columbia Pictures|Relativity Media|Scott Rudin Productions|Michael De Luca Productions|Trigger Street Productions,en,Released
32856,Valentine's Day,52000000,216528528,125,2010-02-10,5.9,3108,2.2021,Intertwining couples and singles in Los Angeles break-up and make-up based on the pressures and expectations of Valentine's Day.,Comedy|Romance,Karz Entertainment|New Line Cinema|Rice Films|Warner Bros. Pictures,en,Released
27022,The Sorcerer's Apprentice,150000000,215300000,109,2010-07-13,6.134,5136,4.7009,"Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.",Fantasy|Adventure|Action,Walt Disney Pictures|Jerry Bruckheimer Films|Saturn Films|Broken Road Productions|Junction Entertainment,en,Released
41733,Due Date,65000000,211800000,95,2010-11-03,6.4,5630,4.0549,"Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor.",Comedy|Drama,Legendary Pictures|Green Hat Films|Warner Bros. Pictures,en,Released
38167,Eat Pray Love,60000000,204594016,133,2010-08-12,6.247,2557,3.7385,"Liz Gilbert had everything a modern woman is supposed to dream of having – a husband, a house and a successful career – yet like so many others, she found herself lost, confused and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy, the power of prayer in India and, finally and unexpectedly, the inner peace and balance of true love in Bali.",Drama|Romance,Red Om Films|Columbia Pictures|Plan B Entertainment,en,Released
41515,Yogi Bear,80000000,203509374,80,2010-12-17,5.568,917,11.6645,"A documentary filmmaker travels to Jellystone Park to shoot a project and soon crosses paths with Yogi Bear, his sidekick Boo-Boo, and Ranger Smith.",Comedy|Family|Animation|Adventure,Sunswept Entertainment|De Line Pictures|Rhythm and Hues|Picnic Basket|Warner Bros. Pictures,en,Released
39514,RED,58000000,199006387,111,2010-10-13,6.703,6962,6.9814,"After surviving an assault from a squad of hit men, retired CIA black ops agent Frank Moses reassembles his old team for an all-out war. Frank reunites with old Joe, crazy Marvin and wily Victoria to uncover a massive conspiracy that threatens their lives. Only their expert training will allow them to survive a near-impossible mission -- breaking into CIA headquarters.",Action|Adventure|Comedy|Crime|Thriller,di Bonaventura Pictures|DC,en,Released
41436,Paranormal Activity 2,3000000,177512032,91,2010-10-20,5.8,2559,3.0293,"Just as Daniel and Kristi welcome a newborn baby into their home, a demonic presence begins terrorizing them, tearing apart their perfect world and turning it into an inescapable nightmare.",Horror|Mystery,Paramount Pictures|Blumhouse Productions|Solana Films|Room 101,en,Released
34544,The A-Team,110000000,177238796,117,2010-06-09,6.41,4854,5.1546,"A man who loves when a plan comes together, Col. Hannibal Smith leads a close-knit team of elite operatives and Iraq War veterans. Framed for a crime they didn't commit, Smith and his men, Capt. H.M. ‘Howling Mad’ Murdock , Sgt. Bosco ‘B.A.’ Baracus, and Lt. Templeton ‘Faceman’ Peck, break out and go rogue, using their special talents to clear their names and find the perpetrator. Hot on their trail is Capt. Charissa Sosa, who was once involved with a member of Smith's team and has sworn to capture them, no matter what it takes.",Action|Comedy|Crime,Phoenix Film Partners|Dune Entertainment|Stephen J. Cannell Productions|Top Cow Productions|Scott Free Productions|Big Screen Productions|20th Century Fox|Ingenious Media,en,Released
27581,The Other Guys,100000000,170432927,107,2010-08-06,6.319,4408,4.6735,"Unlike their heroic counterparts on the force, desk-bound NYPD detectives Gamble and Hoitz garner no headlines as they work day to day. When a seemingly minor case turns out to be a big deal, the two cops get the opportunity to finally prove to their comrades that they have the right stuff.",Comedy|Action,Columbia Pictures|Gary Sanchez Productions|Mosaic Media Group,en,Released
41233,Step Up 3D,30000000,159291809,107,2010-08-04,6.8,1952,2.3797,"A tight-knit group of New York City street dancers, including Luke and Natalie, team up with NYU freshman Moose, and find themselves pitted against the world's best hip-hop dancers in a high-stakes showdown that will change their lives forever.",Drama|Romance,Touchstone Pictures|Summit Entertainment,en,Released
20504,The Book of Eli,80000000,157107755,118,2010-01-14,6.796,6452,6.511,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",Action|Thriller|Science Fiction,Alcon Entertainment|Silver Pictures,en,Released
23168,The Town,37000000,154026136,125,2010-09-15,7.216,5385,5.9092,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",Crime|Drama|Thriller,Legendary Pictures|GK Films|Thunder Road|Warner Bros. Pictures,en,Released
35056,Date Night,55000000,152300000,88,2010-04-08,6.107,2980,2.6217,"Phil and Claire Foster fear that their mild-mannered relationship may be falling into a stale rut. During their weekly date night, their dinner reservation leads to their being mistaken for a couple of thieves—and now a number of unsavoury characters want Phil and Claire killed.",Comedy|Action|Adventure,Dune Entertainment|21 Laps Entertainment|20th Century Fox,en,Released
44048,Unstoppable,100000000,167805466,98,2010-11-04,6.605,3748,5.826,"When a massive, unmanned locomotive roars out of control, the threat is more ominous than just a derailment. The train is laden with toxic chemicals, and an accident would decimate human life and cause an environmental disaster. The only hope of bringing the train to a safe stop is in the hands of veteran engineer Frank Barnes, and young conductor Will Colson, who must risk their lives to save those in the runaway's path. Inspired by true events.",Action|Thriller,20th Century Fox|Dune Entertainment|Prospect Park|Ingenious Media|Scott Free Productions|Big Screen Entertainment Group,en,Released
7978,The Wolfman,150000000,140700000,103,2010-02-10,5.879,2110,3.4624,"Lawrence Talbot, an American man on a visit to Victorian London to make amends with his estranged father, gets bitten by a werewolf and, after a moonlight transformation, leaves him with a savage hunger for flesh.",Horror,Universal Pictures|Relativity Media|Stuber Pictures,en,Released
41216,Legend of the Guardians: The Owls of Ga'Hoole,80000000,140073390,97,2010-07-10,6.821,2403,4.0972,"When a young owl is abducted by an evil Owl army, he must escape with new-found friends and seek the legendary Guardians to stop the menace.",Animation|Adventure|Family|Fantasy,Warner Bros. Pictures|Village Roadshow Pictures|Animal Logic|GOG Productions,en,Released
27573,The Bounty Hunter,40000000,136300000,110,2010-03-16,5.9,2960,2.3764,"Milo Boyd, a down-on-his-luck bounty hunter, thinks he's seeing an upswing in fortune when he gets a call to bring in his bail-jumping ex-wife, a reporter named Nicole. Milo considers the job an easy payday, but Nicole quickly escapes to chase a lead on a murder case. The former spouses play an escalating game of one-upmanship, until they suddenly find themselves on the run for their lives.",Action|Comedy|Romance,Original Film|Relativity Media|Columbia Pictures,en,Released
33909,Wall Street: Money Never Sleeps,70000000,134748021,133,2010-09-20,6.088,1618,3.6202,"As the global economy teeters on the brink of disaster, a young Wall Street trader partners with disgraced former Wall Street corporate raider Gordon Gekko on a two tiered mission: To alert the financial community to the coming doom, and to find out who was responsible for the death of the young trader's mentor.",Drama|Crime,Pressman Film|Dune Entertainment III|Dune Entertainment|20th Century Fox,en,Released
41439,Saw 3D,17000000,136151680,90,2010-10-22,6.0,3198,2.9565,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",Horror|Crime,Lionsgate|Twisted Pictures|Serendipity Productions|Mandate Pictures,en,Released
45317,The Fighter,25000000,129190869,116,2010-12-10,7.381,4566,2.9238,"Boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",Drama,The Weinstein Company|Relativity Media|Mandeville Films|Closest to the Hole Productions|Protozoa Pictures,en,Released
16290,Jackass 3D,20000000,117224271,94,2010-10-15,6.601,1409,3.8244,"Johnny Knoxville, Bam Margera, Steve-O, Wee Man and the rest of their fearless and foolhardy friends take part in another round of outrageous pranks and stunts. In addition to standing in the path of a charging bull, launching themselves into the air and crashing through various objects, the guys perform in segments such as ""Sweatsuit Cocktail,"" ""Beehive Tetherball"" and ""Lamborghini Tooth Pull.""",Comedy|Documentary|Action,MTV Films|Dickhouse Productions|Paramount Pictures,en,Released
34851,Predators,40000000,127200000,107,2010-07-07,6.296,4425,12.5395,A group of cold-blooded killers find themselves trapped on an alien planet to be hunted by extraterrestrial Predators.,Science Fiction|Action|Thriller,Davis Entertainment|20th Century Fox|Dune Entertainment|Troublemaker Studios,en,Released
22971,Dear John,25000000,114977104,108,2010-02-04,6.846,4231,4.438,"While Sergeant John Tyree is home on two weeks leave from Germany, he meets Savannah after he dives into the ocean to retrieve Savannah's purse that had fallen off a pier. John eventually falls in love with Savannah, who promises to write to him until he returns from overseas.",Drama|Romance|War,Screen Gems|Relativity Media|Temple Hill Entertainment,en,Released
23437,A Nightmare on Elm Street,35000000,115665418,95,2010-04-30,5.531,2836,3.9264,"Teenagers Nancy, Quentin, Kris, Jesse and Dean are all neighborhood friends who begin having the same dream of a horribly disfigured man who wears a tattered sweater and a glove made of knives. The man terrorizes them in their dreams, and the only escape is to wake up. But when, one by one, they start dying violently, the friends realize that what happens in the dream world is real, and the only way to stay alive is to stay awake.",Horror|Mystery|Thriller,Platinum Dunes|New Line Cinema,en,Released
39691,Cats & Dogs: The Revenge of Kitty Galore,85000000,112483764,82,2010-07-29,5.196,670,2.8412,The ongoing war between the canine and feline species is put on hold when they join forces to thwart a rogue cat spy with her own sinister plans for conquest.,Family|Adventure|Comedy|Fantasy|Action,Village Roadshow Pictures|Polymorphic Pictures|Mad Chance|CD2 Films|Warner Bros. Pictures,en,Released
23023,Tooth Fairy,48000000,112462508,101,2010-01-14,5.477,2064,4.8344,"When minor-league hockey player Derek Thompson -- who has a penchant for knocking out his opponents' teeth every time he plays -- disillusions a fan, he is sentenced to a stint for one week as a bona fide, tutu-clad, real-life tooth fairy. Soon, Derek is inspired to rekindle his youthful dreams.",Comedy|Family|Fantasy,Dune Entertainment|Dune Entertainment III|Walden Media|Mayhem Pictures|20th Century Fox|Blumhouse Productions,en,Released
44603,Hereafter,50000000,107000000,129,2010-10-22,6.131,1767,1.6553,"Three people — a blue-collar American, a French journalist and a London school boy — are touched by death in different ways.",Drama|Fantasy,Warner Bros. Pictures|Amblin Entertainment|The Kennedy/Marshall Company|Malpaso Productions,en,Released
43347,Love & Other Drugs,30000000,102800000,112,2010-11-22,7.038,5431,5.8377,"Maggie is an alluring free spirit who won't let anyone – or anything – tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serves him well with the ladies and the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",Drama|Comedy|Romance,Fox 2000 Pictures|Regency Enterprises|New Regency Pictures|Stuber Pictures|Bedford Falls Productions|Dune Entertainment,en,Released
38408,Life As We Know It,38000000,105734416,114,2010-10-02,6.904,3217,2.5209,"After a disastrous first date for caterer Holly and network sports director Messer, all they have in common is a dislike for each other and their love for their goddaughter Sophie. But when they suddenly become all Sophie has in this world, Holly and Messer must set their differences aside. Juggling careers and social calendars, they'll have to find common ground while living under the same roof.",Comedy|Romance|Drama,Josephson Entertainment|Gold Circle Films,en,Released
37821,Killers,75000000,98159963,100,2010-06-04,6.0,2266,4.5014,"When an elite assassin marries a beautiful computer whiz after a whirlwind romance, he gives up the gun and settles down with his new bride. That is, until he learns that someone from his past has put a contract out on his life.",Action|Comedy|Thriller|Romance,Katalyst Films|Lionsgate|Aversano Films,en,Released
23483,Kick-Ass,28000000,96188903,118,2010-03-26,7.123,12079,6.0717,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",Action|Crime,Marv|Plan B Entertainment|Mandate Pictures|Lionsgate,en,Released
22972,Green Zone,100000000,94882889,115,2010-03-11,6.49,2300,4.6862,"During the U.S.-led occupation of Baghdad in 2003, Chief Warrant Officer Roy Miller and his team of Army inspectors are dispatched to find weapons of mass destruction believed to be stockpiled in the Iraqi desert. Rocketing from one booby-trapped and treacherous site to the next, the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission.",War|Action|Adventure|Drama|Thriller,Universal Pictures|StudioCanal|Relativity Media|Working Title Films|dentsu|Atresmedia|KanZaman Productions,en,Released
35019,Nanny McPhee and the Big Bang,35000000,93251121,109,2010-03-26,6.3,1900,5.7414,"Nanny McPhee appears at the door of a harried young mother who is trying to run the family farm while her husband is away at war. But once she’s arrived, Nanny discovers that the children are fighting a war of their own against two spoiled city cousins who have just moved in. Relying on everything from a flying motorcycle and a statue that comes to life to a tree-climbing piglet and a baby elephant, Nanny uses her magic to teach her mischievous charges five new lessons.",Comedy|Fantasy|Family,Three Strange Angels|Relativity Media|Working Title Films|StudioCanal|Universal Pictures,en,Released
32823,Get Him to the Greek,40000000,90029656,109,2010-06-03,5.985,1863,2.5304,"Pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in LA featuring Aldous Snow, a fading rockstar who has dropped off the radar in recent years. Record company intern Aaron Green is faced with the monumental task of bringing his idol, out of control rock star Aldous Snow, back to LA for his comeback show.",Adventure|Comedy|Music,Apatow Productions|Universal Pictures|Relativity Media|Spyglass Entertainment,en,Released
42297,Burlesque,55000000,89500000,119,2010-11-23,7.209,2325,3.0045,"Ali leaves behind a troubled life and follows her dreams to Los Angeles, where she lands a job as a cocktail waitress at the Burlesque Lounge, a once-majestic theater that houses an inspired musical revue. Vowing to perform there, she makes the leap from bar to stage, helping restore the club's former glory.",Drama|Romance,Screen Gems|Bedford Falls Productions,en,Released
35690,The Last Song,20000000,89137047,107,2010-03-31,7.235,3354,2.326,"A drama centered on a rebellious girl who is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.",Drama|Family|Romance,Touchstone Pictures|HopeTown Entertainment,en,Released
