id,title,budget,revenue,runtime,release_date,vote_average,vote_count,popularity,overview,genres,production_companies,original_language,status
38700,Bad Boys for Life,90000000,426505244,124,2020-01-15,7.127,8553,8.0244,"Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",Thriller|Action|Crime,Columbia Pictures|2.0 Entertainment|Don Simpson/Jerry Bruckheimer Films|Overbrook Entertainment,en,Released
577922,Tenet,205000000,365304105,150,2020-08-22,7.2,10634,6.2013,"Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",Action|Thriller|Science Fiction,Warner Bros. Pictures|Syncopy,en,Released
454626,Sonic the Hedgehog,85000000,319715683,99,2020-02-12,7.3,10152,8.9367,"Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.",Action|Science Fiction|Comedy|Family,Original Film|Blur Studio|Marza Animation Planet|Paramount Pictures|SEGA|SEGA of America,en,Released
448119,Dolittle,175000000,251410631,101,2020-01-02,6.59,3770,7.816,"After losing his wife seven years earlier, the eccentric Dr. John Dolittle, famed doctor and veterinarian of Queen Victoria’s England, hermits himself away behind the high walls of Dolittle Manor with only his menagerie of exotic animals for company. But when the young queen falls gravely ill, a reluctant Dolittle is forced to set sail on an epic adventure to a mythical island in search of a cure, regaining his wit and courage as he crosses old adversaries and discovers wondrous creatures.",Family|Comedy|Fantasy|Adventure,Universal Pictures|Team Downey|Perfect World Pictures|Roth-Kirschenbaum Films,en,Released
529203,The Croods: A New Age,65000000,215905815,95,2020-11-25,7.5,4016,6.9227,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.",Animation|Family|Adventure|Fantasy|Comedy,DreamWorks Animation,en,Released
495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),75000000,205537933,109,2020-02-05,6.891,10593,5.0213,"Harley Quinn joins forces with a singer, an assassin and a police detective to help a young girl who had a hit placed on her after she stole a rare diamond from a crime lord.",Action|Crime,Warner Bros. Pictures|DC Films|LuckyChap Entertainment|Clubhouse Pictures|Kroll & Co Entertainment,en,Released
464052,Wonder Woman 1984,200000000,169601036,151,2020-12-16,6.387,8844,7.1667,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,Action|Adventure|Fantasy,Warner Bros. Pictures|The Stone Quarry|DC Films|Atlas Entertainment,en,Released
570670,The Invisible Man,7000000,144492724,124,2020-02-26,7.102,6065,3.2233,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",Thriller|Science Fiction|Horror,Blumhouse Productions|Goalpost Pictures|Nervous Tick Productions,en,Released
508439,Onward,200000000,141888276,102,2020-02-29,7.652,6411,3.577,"In a suburban fantasy world, two teenage elf brothers embark on an extraordinary quest to discover if there is still a little magic left out there.",Family|Comedy|Adventure|Animation|Fantasy,Walt Disney Pictures|Pixar,en,Released
508442,Soul,150000000,121977511,101,2020-12-25,8.104,11038,7.9485,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",Animation|Family|Comedy|Fantasy|Drama,Pixar,en,Released
522627,The Gentlemen,22000000,115171795,113,2020-01-01,7.668,6295,6.1676,"American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",Comedy|Crime,Miramax|Toff Guy Films|Coach Films|STXfilms,en,Released
481848,The Call of the Wild,109000000,111200000,100,2020-02-19,7.5,3870,6.6019,"Buck is a big-hearted dog whose blissful domestic life is turned upside down when he is suddenly uprooted from his California home and transplanted to the exotic wilds of the Yukon during the Gold Rush of the 1890s. As the newest rookie on a mail delivery dog sled team—and later its leader—Buck experiences the adventure of a lifetime, ultimately finding his true place in the world and becoming his own master.",Adventure|Family|Drama,3 Arts Entertainment|20th Century Studios|TSG Entertainment,en,Released
337401,Mulan,200000000,69965374,115,2020-09-04,6.845,6918,4.9809,"When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. She is spirited, determined and quick on her feet. Disguised as a man by the name of Hua Jun, she is tested every step of the way and must harness her innermost strength and embrace her true potential.",Adventure|Fantasy|Action,Walt Disney Pictures|Good Fear|Jason T. Reed Productions,en,Released
524047,Greenland,34000000,52300000,120,2020-07-29,7.1,4834,5.2724,"John Garrity, his estranged wife and their young son embark on a perilous journey to find sanctuary as a planet-killing comet hurtles toward Earth. Amid terrifying accounts of cities getting levelled, the Garritys experience the best and worst in humanity. As the countdown to the global apocalypse approaches zero, their incredible trek culminates in a desperate and last-minute flight to a possible safe haven.",Action|Adventure|Thriller|Science Fiction,STXfilms|Thunder Road|Anton|G-BASE|Riverstone Pictures,en,Released
539537,Fantasy Island,7000000,49500000,109,2020-02-12,5.771,2573,5.1656,"A group of contest winners arrive at an island hotel to live out their dreams, only to find themselves trapped in nightmare scenarios.",Adventure|Fantasy|Horror|Mystery,Blumhouse Productions|Columbia Pictures|Tower of Babble Entertainment,en,Released
446893,Trolls World Tour,90000000,49276818,91,2020-03-11,7.255,2220,5.6092,"Queen Poppy and Branch make a surprising discovery — there are other Troll worlds beyond their own, and their distinct differences create big clashes between these various tribes. When a mysterious threat puts all of the Trolls across the land in danger, Poppy, Branch, and their band of friends must embark on an epic quest to create harmony among the feuding Trolls to unite them against certain doom.",Family|Animation|Comedy|Fantasy|Adventure|Music,DreamWorks Animation,en,Released
340102,The New Mutants,67000000,49169594,94,2020-04-02,6.1,3594,3.7731,"Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.",Science Fiction|Horror|Action,20th Century Studios|Genre Films|Sunswept Entertainment|Marvel Entertainment,en,Released
613504,After We Collided,14000000,47990414,105,2020-09-02,7.162,5415,6.4802,Tessa finds herself struggling with her complicated relationship with Hardin; she faces a dilemma that could change their lives forever.,Romance|Drama,Voltage Pictures|Offspring Entertainment|Frayed Pages Media|Wattpad,en,Released
425001,The War with Grandpa,18000000,43387445,98,2020-08-27,6.436,1021,3.413,"Peter is thrilled that his Grandpa is coming to live with his family. That is, until Grandpa moves into Peter's room, forcing him upstairs into the creepy attic. And though he loves his Grandpa, he wants his room back - so he has no choice but to declare war.",Comedy|Family,Marro Films|EFO Films|Tri G|West Madison Entertainment,en,Released
458576,Monster Hunter,60000000,42145959,103,2020-12-03,6.5,3449,3.0353,"A portal transports Cpt. Artemis and an elite unit of soldiers to a strange world where powerful monsters rule with deadly ferocity. Faced with relentless danger, the team encounters a mysterious hunter who may be their only hope to find a way home.",Action|Fantasy|Adventure,Capcom|Constantin Film|Tencent Pictures|TOHO|AB² Digital Pictures,en,Released
443791,Underwater,50000000,40882928,95,2020-01-08,6.285,3309,2.744,"After an earthquake destroys their underwater station, six researchers must navigate two miles along the dangerous, unknown depths of the ocean floor to make it to safety in a race against time.",Horror|Science Fiction|Action|Adventure,Chernin Entertainment|20th Century Fox|TSG Entertainment,en,Released
338762,Bloodshot,42000000,39861118,110,2020-03-05,6.697,5126,2.6153,"After he and his wife are murdered, marine Ray Garrison is resurrected by a team of scientists. Enhanced with nanotechnology, he becomes a superhuman, biotech killing machine—'Bloodshot'. As Ray first trains with fellow super-soldiers, he cannot recall anything from his former life. But when his memories flood back and he remembers the man that killed both him and his wife, he breaks out of the facility to get revenge, only to discover that there's more to the conspiracy than he thought.",Action|Science Fiction|Adventure,Cross Creek Pictures|Original Film|Bona Film Group|The Hideaway Entertainment,en,Released
625568,Unhinged,33000000,39238300,90,2020-07-16,6.438,2414,2.488,"Rachel is a divorced single mother whose bad day gets even worse. She's running late to drop her son off at school when she honks her horn impatiently at a fellow driver during rush-hour traffic. After an exchange of words, she soon realizes that the mysterious man is following her and her young son in his truck. A case of road rage quickly escalates, at horrifyingly psychotic proportions, into full-blown terror as Rachel discovers the psychopath's sinister plan for revenge. He is single-mindedly determined to teach her a deadly lesson.",Action|Thriller|Horror,Solstice Studios|Burek Films|Ingenious Media|Altitude Film Entertainment,en,Released
385103,Scoob!,90000000,28600000,93,2020-07-08,7.005,1768,3.0409,"In Scooby-Doo’s greatest adventure yet, see the never-before told story of how lifelong friends Scooby and Shaggy first met and how they joined forces with young detectives Fred, Velma, and Daphne to form the famous Mystery Inc. Now, with hundreds of cases solved, Scooby and the gang face their biggest, toughest mystery ever: an evil plot to unleash the ghost dog Cerberus upon the world. As they race to stop this global “dogpocalypse,” the gang discovers that Scooby has a secret legacy and an epic destiny greater than anyone ever imagined.",Animation|Comedy|Family|Mystery,Warner Animation Group|Warner Bros. Pictures|Atlas Entertainment|1492 Pictures|Reel FX Creative Studios,en,Released
526019,Like a Boss,29000000,26900000,83,2020-01-09,6.229,655,3.2267,"Two female friends with very different ideals decide to start a beauty company together. One is more practical, while the other wants to earn her fortune and live a lavish lifestyle.",Comedy,Artists First|Paramount Pictures,en,Released
556678,Emma.,10000000,25200000,125,2020-02-13,7.0,1867,3.6726,"In 1800s England, a well-meaning but selfish young woman meddles in the love lives of her friends.",Comedy|Romance,Working Title Films|Blueprint Pictures|Perfect World Pictures|Focus Features,en,Released
542224,Gretel & Hansel,5000000,22304357,87,2020-01-30,5.999,1510,1.2281,"A long time ago in a distant fairy tale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil.",Horror|Fantasy,Automatik Entertainment|Bron Studios|Orion Pictures,en,Released
600354,The Father,6000000,21029340,97,2020-12-23,8.1,3464,3.3367,"A man refuses all assistance from his daughter as he ages and, as he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",Drama,Les Films du Cru|Film4 Productions|F Comme Film|Trademark Films|Ciné-@|Embankment Films|Sony Pictures Classics,en,Released
589049,The Photograph,16000000,20690779,106,2020-02-14,6.307,215,1.0084,"When famed photographer Christina Eames dies unexpectedly, she leaves her estranged daughter, Mae, hurt, angry and full of questions. When Mae finds a photograph tucked away in a safe-deposit box, she soon finds herself delving into her mother's early life -- an investigation that leads to an unexpected romance with a rising journalist.",Drama|Romance,Universal Pictures|Will Packer Productions|Perfect World Pictures,en,Released
582014,Promising Young Woman,10000000,20379604,113,2020-12-13,7.401,3505,4.7621,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",Thriller|Crime|Drama,LuckyChap Entertainment|FilmNation Entertainment,en,Released
555974,Brahms: The Boy II,10000000,20311536,86,2020-02-20,5.9,1271,1.3393,"After a family moves into the Heelshire Mansion, their young son soon makes friends with a life-like doll called Brahms.",Horror|Mystery|Thriller,STXfilms|Lakeshore Entertainment,en,Released
492611,The Turning,14000000,19428166,94,2020-01-23,5.7,1003,5.5598,"A young woman quits her teaching job to become a private tutor and governess for two wealthy young kids, but soon starts to suspect there’s more to their house than meets the eye.",Horror|Thriller,DreamWorks Pictures|Vertigo Entertainment|Reliance Entertainment|Chislehurst Entertainment,en,Released
585244,I Still Believe,12000000,16069730,115,2020-03-12,7.6,1207,3.6362,The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.,Music|Drama|Romance,Kevin Downes Productions|Lionsgate|Kingdom Story Company,en,Released
551804,Freaky,5000000,15100000,102,2020-11-12,6.6,1749,4.2019,"A mystical, ancient dagger causes a notorious serial killer to magically switch bodies with a 17-year-old girl.",Horror|Comedy,Universal Pictures|Blumhouse Productions|Divide / Conquer,en,Released
529485,The Way Back,23000000,14590514,108,2020-03-05,6.6,1283,2.6596,"A former basketball all-star, who has lost his wife and family foundation in a struggle with addiction, attempts to regain his soul and salvation by becoming the coach of a disparate ethnically mixed high school basketball team at his alma mater.",Drama,Warner Bros. Pictures|Pearl Street Films|Mayhem Pictures|Bron Studios,en,Released
571384,Come Play,9000000,13182254,96,2020-10-28,6.398,714,4.1366,"Oliver, a lonely autistic boy, seeks solace and refuge in his ever-present cell phone and tablet. When a mysterious creature uses the boy's devices against him, his parents must fight to save their son from the monster beyond the screen.",Horror|Mystery,Amblin Partners|The Picture Company|Reliance Entertainment,en,Released
581032,News of the World,38000000,12700000,118,2020-12-25,6.949,1859,3.6742,"A Texan traveling across the wild West bringing the news of the world to local townspeople, agrees to help rescue a young girl who was kidnapped.",Drama|Western|Adventure,Playtone|Pretty Pictures|Universal Pictures|Perfect World Pictures,en,Released
702525,Bigfoot Family,17520000,10855626,97,2020-07-23,7.158,218,4.7919,"Bigfoot, Adam's father, wants to use his fame for a good cause. Protecting a large wildlife reserve in Alaska sounds like the perfect opportunity! When Bigfoot mysteriously disappears without a trace, Adam and his animal friends will brave anything to find him again and save the nature reserve.",Animation|Adventure|Family,nWave Pictures|Octopolis|Belga Productions,en,Released
566927,Impractical Jokers: The Movie,3000000,10700000,92,2020-02-21,6.6,154,3.0298,The story of a humiliating high school mishap from 1992 that sends the Impractical Jokers on the road competing in hidden-camera challenges for the chance to turn back the clock and redeem three of the four Jokers.,Comedy,Funny or Die|truTV|Warner Bros. Pictures,en,Released
514847,The Hunt,14000000,10550350,90,2020-03-11,6.628,3479,4.1826,"Twelve strangers wake up in a clearing. They don't know where they are—or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted turns the tables on her pursuers.",Action|Thriller|Horror,Blumhouse Productions|Universal Pictures,en,Released
592834,My Spy,18000000,10200000,99,2020-01-09,6.9,1326,3.9788,"A hardened CIA operative finds himself at the mercy of a precocious 9-year-old girl, having been sent undercover to surveil her family.",Family|Action|Comedy,STXfilms|MWM Studios|Good Fear,en,Released
830704,Antarctica,2000000,9013287,45,2020-10-08,6.3,3,0.0772,"Antarctica is the most extreme continent on our planet—higher, colder, and even drier than any other on Earth, and although it is thousands of miles away, what happens here affects every single one of us.",Documentary,SK Films|BBC Studios,en,Released
596161,Let Him Go,21000000,7997460,114,2020-11-05,6.8,736,3.5611,"Following the loss of their son, a retired sheriff and his wife leave their Montana ranch to rescue their young grandson from the clutches of a dangerous family living off the grid in the Dakotas.",Thriller|Crime|Western,The Mazur Kaplan Company|Focus Features,en,Released
627290,Antebellum,15000000,7060384,105,2020-09-02,6.246,958,1.2688,Successful author Veronica finds herself trapped in a horrifying reality and must uncover the mind-bending mystery before it's too late.,Horror,Lionsgate|QC Entertainment,en,Released
523366,Dragon Rider,17800000,7000000,100,2020-10-13,7.062,169,5.0296,"An unlikely trio of heroes – a dragon, a boy and a forest brownie – embark on an epic adventure to find the “Rim of Heaven” - the mythological safe haven for all dragons.",Animation|Family|Adventure|Fantasy,Constantin Film|Cyborn|Lumatic|RISE PICTURES,en,Released
501979,Bill & Ted Face the Music,25000000,6274027,92,2020-08-27,5.903,1022,1.2782,"Yet to fulfill their rock and roll destiny, the stakes are higher than ever for the now middle-aged Bill and Ted who set out on a new adventure when a visitor from the future warns them that only their song can save life as we know it.",Comedy|Science Fiction|Adventure,Endeavor Content|Hammerstone Studios|TinRes Entertainment|Many Rivers Productions|Cittadino/Dugan Entertainment|Bloom|Orion Pictures,en,Released
466622,The Rhythm Section,50000000,5989583,109,2020-01-31,5.509,641,3.0329,"When she discovers the plane crash that claimed the lives of her family was no accident, Stephanie Patrick enters the dark, complex world of international espionage seeking vengeance. With nothing left to lose, Stephanie transforms from victim to assassin and discovers that neither revenge nor the truth are what they appear.",Action|Thriller,EON Productions|Global Road Entertainment|Babieka Films|Ingenious Media|Whitebeard Films|AGC Studios|Paramount Pictures,en,Released
546121,Run,1700000,5184368,90,2020-11-20,7.2,2765,6.263,"Chloe, a teenager who is confined to a wheelchair, is homeschooled by her mother, Diane. Chloe soon becomes suspicious of her mother and begins to suspect that she may be harboring a dark secret.",Thriller|Horror|Drama,Search Party,en,Released
400160,The SpongeBob Movie: Sponge on the Run,60000000,4810790,95,2020-08-14,7.4,2922,5.7453,"When his best friend Gary is suddenly snatched away, SpongeBob takes Patrick on a madcap mission far beyond Bikini Bottom to save their pink-shelled pal.",Family|Comedy|Adventure|Animation,United Plankton Pictures|Nickelodeon Movies|Paramount Animation|Paramount Pictures|MRC|Mikros Image|Mikros Animation,en,Released
516632,The Empty Man,16000000,4796993,137,2020-10-22,6.177,946,3.0891,"On the trail of a missing girl, an ex-cop comes across a secretive group attempting to summon a terrifying supernatural entity.",Horror|Mystery,BOOM! Studios|Out of Africa Entertainment|20th Century Fox,en,Released
587496,The Rental,3500000,4311042,88,2020-07-23,5.556,959,1.3309,"Two couples on an oceanside getaway grow suspicious that the host of their seemingly perfect rental house may be spying on them. Before long, what should have been a celebratory weekend trip turns into something far more sinister.",Horror|Thriller,Black Bear Pictures|Ramona Films,en,Released
726739,Cats & Dogs 3: Paws Unite,17000000,4200000,84,2020-10-02,6.2,214,2.5999,"It's been ten years since the creation of the Great Truce, an elaborate joint-species surveillance system designed and monitored by cats and dogs to keep the peace when conflicts arise. But when a tech-savvy villain hacks into wireless networks to use frequencies only heard by cats and dogs, he manipulates them into conflict and the worldwide battle between cats and dogs is BACK ON. Now, a team of inexperienced and untested agents will have to use their old-school animal instincts to restore order and peace between cats and dogs everywhere.",Family|Comedy|Action,Warner Bros. Pictures,en,Released
442065,The Last Full Measure,20000000,3364426,110,2020-01-23,7.3,470,2.5858,"The incredible true story of Vietnam War hero William H. Pitsenbarger, a U.S. Air Force Pararescuemen medic who personally saved over sixty men. Thirty-two years later, Pentagon staffer Scott Huffman investigates a Congressional Medal of Honor request for Pitsenbarger and uncovers a high-level conspiracy behind the decades-long denial of the medal, prompting Huffman to put his own career on the line to seek justice for the fallen airman.",Drama|Action|War,Foresight Unlimited|Provocator|SSS Entertainment|BCL Finance Group|Boss Collaboration|SC Films Thailand Co.|Production Capital|Hollywood Gold|Hero Entertainment Group,en,Released
539181,Relic,1229578,3238539,89,2020-07-03,6.1,795,3.0144,"When elderly mother Edna inexplicably vanishes, her daughter rushes to the family's decaying home, finding clues of her increasing dementia scattered around the house in her absence.",Horror|Mystery,Nine Stories Productions|AGBO|Carver Films|Film Victoria|Screen Australia,en,Released
550231,The Secret: Dare to Dream,21000000,3215636,107,2020-04-16,7.3,641,4.8251,"A widow with three children hires a handyman to fix her house during a major storm. When not doing home repairs, he shares his philosophy of believing in the power of the universe to deliver what we want.",Drama|Romance,Savvy Media Holdings|Covert Media|Roadside Attractions|Illumination Productions|Robert Cort Productions|Shine Box Media Group|Tri G,en,Released
523781,Words on Bathroom Walls,8000000,3151849,111,2020-08-21,7.8,642,2.8678,"Diagnosed with a mental illness halfway through his senior year of high school, a witty, introspective teen struggles to keep it a secret while falling in love with a brilliant classmate who inspires him to open his heart and not be defined by his condition.",Drama|Romance,LD Entertainment,en,Released
590995,The Craft: Legacy,18000000,2300000,94,2020-10-28,6.1,871,2.8599,An eclectic foursome of aspiring teenage witches get more than they bargained for as they lean into their newfound powers.,Horror|Drama|Fantasy,Blumhouse Productions|Red Wagon Entertainment|Columbia Pictures,en,Released
579583,The King of Staten Island,35000000,2200000,137,2020-07-22,7.0,1084,3.4056,"Scott has been a case of arrested development ever since his firefighter father died when he was seven. He's now reached his mid-20s having achieved little, chasing a dream of becoming a tattoo artist that seems far out of reach. As his ambitious younger sister heads off to college, Scott is still living with his exhausted ER nurse mother and spends his days smoking weed, hanging with the guys — Oscar, Igor and Richie — and secretly hooking up with his childhood friend Kelsey. But when his mother starts dating a loudmouth firefighter named Ray, it sets off a chain of events that will force Scott to grapple with his grief and take his first tentative steps toward moving forward in life.",Comedy|Drama,Universal Pictures|Apatow Productions,en,Released
531876,The Outpost,18000000,2133452,123,2020-06-24,6.904,1120,2.0367,"A small unit of U.S. soldiers, alone at the remote Combat Outpost Keating, located deep in the valley of three mountains in Afghanistan, battles to defend against an overwhelming force of Taliban fighters in a coordinated attack. The Battle of Kamdesh, as it was known, was the bloodiest American engagement of the Afghan War in 2009 and Bravo Troop 3-61 CAV became one of the most decorated units of the 19-year conflict.",War|Drama|History|Action,Millennium Media|York Films|Perfection Hunter Productions,en,Released
632322,All My Life,25000000,2000000,93,2020-10-23,7.8,507,1.2661,"It was a chance meeting started by one of Sol’s friends trying to chat up Jennifer. However, in the end, it was those two who hit it off. Sol enjoyed Jen’s smile, her effort, and how silly she could be. Jen enjoyed Sol’s cooking, his athleticism, and that he would join her in fun moments. As you can imagine, love bloomed, and things got serious. Jen’s investment in Sol led to her pushing him to follow his dreams and even move in to save money. Sol’s investment in Jen well, it led to him proposing. But what started as a liver tumor grew into full-on cancer, so with a diagnosis of 6 months to live, Sol and Jennifer try to make the best of it.",Romance|Drama,Broken Road Productions|Perfect World Pictures,en,Released
587792,Palm Springs,5000000,1818417,90,2020-07-10,7.334,3472,11.0697,"When carefree Nyles and reluctant maid of honor Sarah have a chance encounter at a Palm Springs wedding, things get complicated when they find themselves unable to escape the venue, themselves, or each other.",Comedy|Romance|Science Fiction,Limelight|The Lonely Island|Sun Entertainment Culture Los Angeles,en,Released
552269,Joe Bell,3500000,1700000,93,2020-09-14,6.5,257,3.3995,"The true story of a small town, working class father who embarks on a solo walk across the U.S. to crusade against bullying after his son is tormented in high school for being gay.",Drama,Nine Stories Productions|Argent Pictures|Endeavor Content|Parliament of Owls|Rhea Films|Stay Gold Features|VisionChaos Productions|Closest to the Hole Productions|Hercules Film Fund|Leverage Entertainment,en,Released
602211,Fatman,20000000,1651413,100,2020-10-19,5.572,903,4.5116,"A rowdy, unorthodox Santa Claus is fighting to save his declining business. Meanwhile, Billy, a neglected and precocious 12 year old, hires a hit man to kill Santa after receiving a lump of coal in his stocking.",Drama|Thriller|Action|Fantasy|Crime|Comedy|Science Fiction,Rough House Pictures|Sprockefeller Pictures|Mammoth Entertainment|Ingenious Media|Windy Hill Pictures|Carte Blanche,en,Released
451184,Wasp Network,10530000,1400000,128,2020-01-29,6.036,392,7.9133,"Havana, Cuba, 1990. René González, an airplane pilot, unexpectedly flees the country, leaving behind his wife Olga and his daughter Irma, and begins a new life in Miami, where he becomes a member of an anti-Castro organization.",Drama|History|Thriller,CG Cinéma|Nostromo Pictures|RT Features|SCOPE Pictures|France 2 Cinéma|Orange Studio|Memento Films Production,en,Released
441130,Wolfwalkers,12000000,1310720,102,2020-10-26,8.202,1310,4.1412,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.",Animation|Family|Adventure|Fantasy,Cartoon Saloon|Melusine Productions|Haut et Court|Canal+|RTÉ|OCS|Folivari|GKIDS|Value & Power Culture Communications|Fís Éireann/Screen Ireland,en,Released
590223,Love and Monsters,30000000,1122066,109,2020-10-16,7.279,4290,4.9353,"Seven years since the Monsterpocalypse began, Joel Dawson has been living underground in order to survive. But after reconnecting over radio with his high school girlfriend Aimee, Joel decides to venture out to reunite with her, despite all the dangerous monsters that stand in his way.",Comedy|Adventure|Science Fiction|Action,21 Laps Entertainment,en,Released
601844,Becky,5000000,1045873,93,2020-07-23,6.315,653,1.1878,A teenager's weekend at a lake house with her father takes a turn for the worse when a group of convicts wreaks havoc on their lives.,Thriller|Horror|Action,Yale Productions|BoulderLight Pictures|BondIt|Buffalo 8 Productions|SSS Entertainment|SSS Film Capital,en,Released
548473,Color Out of Space,6000000,1023510,110,2020-01-24,6.054,1597,1.3355,"The Gardner family moves to a remote farmstead in rural New England to escape the hustle of the 21st century. They are busy adapting to their new life when a meteorite crashes into their front yard, melts into the earth, and infects both the land and the properties of space-time with a strange, otherworldly colour. To their horror, the family discovers this alien force is gradually mutating every life form that it touches—including them.",Horror|Science Fiction|Mystery|Thriller,SpectreVision|BRO Cinema|ACE Pictures Entertainment|XYZ Films,en,Released
721625,Songbird,2500000,1000000,85,2020-12-10,6.2,767,4.5468,"During a pandemic lockdown, Nico, a young man with rare immunity, must overcome martial law, murderous vigilantes and a powerful family to reunite with his love, Sara.",Science Fiction|Thriller,Invisible Narratives|Platinum Dunes|STXfilms|CatchLight Studios,en,Released
531499,The Tax Collector,30000000,942666,95,2020-08-07,5.636,509,4.3428,David Cuevas is a family man who works as a gangland tax collector for high ranking Los Angeles gang members. He makes collections across the city with his partner Creeper making sure people pay up or will see retaliation. An old threat returns to Los Angeles that puts everything David loves in harm’s way.,Action|Crime|Drama,Cross Creek Pictures|Cedar Park Entertainment|Faster Horse Pictures|Kodiak Pictures,en,Released
435615,Possessor,2500000,911000,103,2020-10-02,6.4,985,9.3779,"Tasya Vos, an elite corporate assassin, uses brain-implant technology to take control of other people’s bodies to terminate high profile targets. As she sinks deeper into her latest assignment, Vos becomes trapped inside a mind that threatens to obliterate her.",Horror|Thriller|Science Fiction,Ingenious Media|Rhombus Media|Rook Films|Téléfilm Canada|Arclight Films|Ontario Creates|Particular Crowd|Crave,en,Released
429422,Capone,20600000,858281,103,2020-06-26,5.0,413,5.7972,"The 47-year old Al Capone, after 10 years in prison, starts suffering from dementia and comes to be haunted by his violent past.",Crime|Drama,Bron Studios|Addictive Pictures|Creative Wealth Media Finance|Lawrence Bender Productions|Endeavor Content|AI Film Entertainment,en,Released
457335,Guns Akimbo,15000000,835102,98,2020-02-27,6.4,2457,1.2133,"An ordinary guy suddenly finds himself forced to fight a gladiator-like battle for a dark website that streams the violence for viewers. In order to survive and rescue his kidnapped ex-girlfriend, he must battle Nix, a heavily armed and much more experienced fighter.",Action|Comedy|Crime|Thriller,Occupant Entertainment|Four Knights Film|Maze Pictures|Cutting Edge Group|DFFF|Electric Shadow Company|FilmFernsehFonds Bayern|Ingenious Media|uMedia|WS Filmproduktion|Hyperion Media Group|New Zealand Film Commission,en,Released
684684,Shortcut,1400000,769563,80,2020-09-25,5.304,125,3.1796,"A group of five classmates is trapped inside their school bus after an encounter with a mysterious creature on the road. Amid constant threats from the creature, the teen's anxiety increases while their survival chances decrease.",Horror|Adventure|Fantasy,Sternenberg Films|Mad Rocket Entertainment|Camaleo Film|Play Entertainment,en,Released
718840,A Nice Girl Like You,6100000,769234,94,2020-07-18,5.851,372,1.7761,"Lucy Neal is thrown for a loop when she is accused of being too inhibited by her ex-boyfriend. In an effort to prove him wrong, Lucy creates a rather wild to-do list that sends her on a whirlwind and surprising journey of self-discovery, friendship, and new love.",Comedy|Romance,Vertical|SPR Media|Affirmative Entertainment|CaliWood Pictures|Voltage Pictures,en,Released
619592,Force of Nature,15000000,638221,91,2020-07-02,5.17,545,0.792,A gang of thieves plan a heist during a hurricane and encounter trouble when a disgraced cop tries to force everyone in the building to evacuate.,Action|Adventure|Crime|Thriller,Ingenious Media|Blue Box International|FON Film Production|Force of Nature Film|Grindstone Entertainment Group|Pimienta|River Bay Films|SSS Entertainment|Way Down East Entertainment|EFO Films,en,Released
